country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,update_hour,update_day_of_week,pollutant_range,air_quality_category
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",2026-07-06 10:00:00,26.0881305,87.93840336,NH3,3.0,3.0,3.0,10,Monday,0.0,Good/Satisfactory
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",2026-07-06 10:00:00,26.0881305,87.93840336,CO,13.0,14.0,13.0,10,Monday,1.0,Good/Satisfactory
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",2026-07-06 10:00:00,26.63086,84.90051,PM2.5,20.0,61.0,37.0,10,Monday,41.0,Moderate
India,Bihar,Munger,"Town Hall, Munger - BSPCB",2026-07-06 10:00:00,25.376776,86.471523,SO2,28.0,37.0,30.0,10,Monday,9.0,Good/Satisfactory
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",2026-07-06 10:00:00,26.1209,85.3647,NO2,16.0,23.0,21.0,10,Monday,7.0,Good/Satisfactory
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",2026-07-06 10:00:00,26.11442,85.39813,PM2.5,15.0,56.0,25.0,10,Monday,41.0,Good/Satisfactory
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",2026-07-06 10:00:00,26.11442,85.39813,SO2,0.0,16.0,7.0,10,Monday,16.0,Good/Satisfactory
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",2026-07-06 10:00:00,26.11442,85.39813,CO,12.0,13.0,13.0,10,Monday,1.0,Good/Satisfactory
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",2026-07-06 10:00:00,26.1403345,85.3650192,NO2,0.0,14.0,4.0,10,Monday,14.0,Good/Satisfactory
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",2026-07-06 10:00:00,26.1403345,85.3650192,CO,40.0,187.0,98.0,10,Monday,147.0,Moderate
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",2026-07-06 10:00:00,25.592539,85.227158,OZONE,20.0,52.0,32.0,10,Monday,32.0,Good/Satisfactory
India,Bihar,Patna,"Samanpura, Patna - BSPCB",2026-07-06 10:00:00,25.596727,85.085624,NH3,8.0,9.0,9.0,10,Monday,1.0,Good/Satisfactory
India,Bihar,Patna,"Samanpura, Patna - BSPCB",2026-07-06 10:00:00,25.596727,85.085624,SO2,5.0,5.0,5.0,10,Monday,0.0,Good/Satisfactory
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",2026-07-06 10:00:00,22.348441,82.549611,PM10,3.0,21.0,9.5,10,Monday,18.0,Good/Satisfactory
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",2026-07-06 10:00:00,22.12665,83.483212,PM10,2.0,17.0,8.0,10,Monday,15.0,Good/Satisfactory
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",2026-07-06 10:00:00,22.1910172,83.5197009,NO2,6.0,16.0,11.0,10,Monday,10.0,Good/Satisfactory
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",2026-07-06 10:00:00,21.237755,81.705301,PM2.5,4.0,16.0,9.0,10,Monday,12.0,Good/Satisfactory
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",2026-07-06 10:00:00,21.237755,81.705301,SO2,6.0,9.0,7.0,10,Monday,3.0,Good/Satisfactory
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",2026-07-06 10:00:00,21.219665,81.630094,NH3,2.0,2.0,2.0,10,Monday,0.0,Good/Satisfactory
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",2026-07-06 10:00:00,22.06631475,83.33820077,PM2.5,3.0,12.0,6.0,10,Monday,9.0,Good/Satisfactory
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",2026-07-06 10:00:00,22.06631475,83.33820077,CO,15.0,22.0,19.0,10,Monday,7.0,Good/Satisfactory
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",2026-07-06 10:00:00,22.06631475,83.33820077,OZONE,27.0,27.0,27.0,10,Monday,0.0,Good/Satisfactory
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2026-07-06 10:00:00,28.498571,77.26484,OZONE,5.0,19.0,9.0,10,Monday,14.0,Good/Satisfactory
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2026-07-06 10:00:00,28.647622,77.315809,PM10,31.0,220.0,134.0,10,Monday,189.0,Poor/Severe
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",2026-07-06 10:00:00,30.719859,76.738637,SO2,1.0,7.0,4.0,10,Monday,6.0,Good/Satisfactory
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",2026-07-06 10:00:00,30.719859,76.738637,OZONE,7.0,23.0,12.0,10,Monday,16.0,Good/Satisfactory
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",2026-07-06 10:00:00,30.751462,76.762879,NH3,14.0,14.0,14.0,10,Monday,0.0,Good/Satisfactory
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",2026-07-06 10:00:00,30.751462,76.762879,SO2,4.0,9.0,6.0,10,Monday,5.0,Good/Satisfactory
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",2026-07-06 10:00:00,30.751462,76.762879,CO,16.0,21.0,18.0,10,Monday,5.0,Good/Satisfactory
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",2026-07-06 10:00:00,30.735567,76.775714,PM10,18.0,44.0,32.0,10,Monday,26.0,Good/Satisfactory
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",2026-07-06 10:00:00,21.224231,81.40835,NO2,8.0,17.0,13.0,10,Monday,9.0,Good/Satisfactory
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",2026-07-06 10:00:00,21.194815,81.31477,PM2.5,4.0,52.0,15.0,10,Monday,48.0,Good/Satisfactory
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",2026-07-06 10:00:00,21.194815,81.31477,NO2,2.0,7.0,5.0,10,Monday,5.0,Good/Satisfactory
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",2026-07-06 10:00:00,22.118125,83.140608,NH3,3.0,3.0,3.0,10,Monday,0.0,Good/Satisfactory
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",2026-07-06 10:00:00,22.118125,83.140608,CO,16.0,21.0,19.0,10,Monday,5.0,Good/Satisfactory
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",2026-07-06 10:00:00,22.118125,83.140608,OZONE,32.0,39.0,35.0,10,Monday,7.0,Good/Satisfactory
India,Andhra Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",2026-07-06 10:00:00,16.486692,80.699436,NO2,24.0,25.0,24.0,10,Monday,1.0,Good/Satisfactory
India,Andhra Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",2026-07-06 10:00:00,16.486692,80.699436,NH3,4.0,4.0,4.0,10,Monday,0.0,Good/Satisfactory
India,Andhra Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",2026-07-06 10:00:00,16.536107,80.594233,PM10,63.0,74.0,67.0,10,Monday,11.0,Moderate
India,Andhra Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",2026-07-06 10:00:00,16.536107,80.594233,CO,17.0,37.0,20.0,10,Monday,20.0,Good/Satisfactory
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",2026-07-06 10:00:00,26.071318,91.87488,OZONE,18.0,22.0,20.0,10,Monday,4.0,Good/Satisfactory
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",2026-07-06 10:00:00,26.181742,91.78063,NO2,3.0,4.0,3.0,10,Monday,1.0,Good/Satisfactory
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",2026-07-06 10:00:00,26.181742,91.78063,NH3,1.0,1.0,1.0,10,Monday,0.0,Good/Satisfactory
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",2026-07-06 10:00:00,26.181742,91.78063,SO2,35.0,40.0,38.0,10,Monday,5.0,Good/Satisfactory
India,Assam,Guwahati,"IITG, Guwahati - PCBA",2026-07-06 10:00:00,26.2028636,91.70046436,PM10,23.0,59.0,47.0,10,Monday,36.0,Good/Satisfactory
India,Assam,Guwahati,"IITG, Guwahati - PCBA",2026-07-06 10:00:00,26.2028636,91.70046436,OZONE,4.0,13.0,6.0,10,Monday,9.0,Good/Satisfactory
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",2026-07-06 10:00:00,25.599486,85.113666,NO2,27.0,33.0,30.0,10,Monday,6.0,Good/Satisfactory
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",2026-07-06 10:00:00,25.599486,85.113666,SO2,7.0,11.0,8.0,10,Monday,4.0,Good/Satisfactory
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",2026-07-06 10:00:00,25.599486,85.113666,CO,39.0,41.0,40.0,10,Monday,2.0,Good/Satisfactory
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",2026-07-06 10:00:00,25.586562,85.043586,NO2,29.0,35.0,32.0,10,Monday,6.0,Good/Satisfactory
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",2026-07-06 10:00:00,25.586562,85.043586,CO,23.0,30.0,25.0,10,Monday,7.0,Good/Satisfactory
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",2026-07-06 10:00:00,25.366336,87.117468,PM2.5,47.0,55.0,51.0,10,Monday,8.0,Moderate
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",2026-07-06 10:00:00,25.0328,85.41948,NO2,12.0,15.0,14.0,10,Monday,3.0,Good/Satisfactory
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",2026-07-06 10:00:00,25.0328,85.41948,NH3,3.0,3.0,3.0,10,Monday,0.0,Good/Satisfactory
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",2026-07-06 10:00:00,25.0328,85.41948,CO,37.0,45.0,41.0,10,Monday,8.0,Good/Satisfactory
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",2026-07-06 10:00:00,25.859655,85.77944,SO2,6.5,14.5,11.5,10,Monday,8.0,Good/Satisfactory
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",2026-07-06 10:00:00,26.80365,84.51954,OZONE,21.0,22.0,22.0,10,Monday,1.0,Good/Satisfactory
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",2026-07-06 10:00:00,25.265194,87.012947,CO,8.0,90.0,46.0,10,Monday,82.0,Good/Satisfactory
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",2026-07-06 10:00:00,25.265194,87.012947,OZONE,9.0,52.0,24.0,10,Monday,43.0,Good/Satisfactory
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",2026-07-06 10:00:00,25.56752,83.966379,NO2,9.0,10.0,9.0,10,Monday,1.0,Good/Satisfactory
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",2026-07-06 10:00:00,24.7955,84.9994,NH3,3.0,3.5,3.0,10,Monday,0.5,Good/Satisfactory
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-07-06 10:00:00,24.762518,84.982348,NO2,19.0,28.0,22.0,10,Monday,9.0,Good/Satisfactory
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-07-06 10:00:00,24.762518,84.982348,NH3,5.0,5.0,5.0,10,Monday,0.0,Good/Satisfactory
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",2026-07-06 10:00:00,25.697189,85.2459,PM2.5,17.0,61.0,34.0,10,Monday,44.0,Moderate
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",2026-07-06 10:00:00,25.697189,85.2459,PM10,40.0,75.0,47.0,10,Monday,35.0,Good/Satisfactory
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",2026-07-06 10:00:00,26.1875,91.744194,NO2,0.0,1.0,0.0,10,Monday,1.0,Good/Satisfactory
India,Assam,Silchar,"Tarapur, Silchar - PCBA",2026-07-06 10:00:00,24.82827,92.79525,NH3,1.0,1.0,1.0,10,Monday,0.0,Good/Satisfactory
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",2026-07-06 10:00:00,26.146529,87.454184,SO2,2.0,18.0,11.0,10,Monday,16.0,Good/Satisfactory
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",2026-07-06 10:00:00,25.5626095,84.663264,PM2.5,20.0,500.0,183.0,10,Monday,480.0,Poor/Severe
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",2026-07-06 10:00:00,25.42742023,86.13886079,PM10,3.0,45.0,27.0,10,Monday,42.0,Good/Satisfactory
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",2026-07-06 10:00:00,25.42742023,86.13886079,OZONE,11.0,42.0,30.0,10,Monday,31.0,Good/Satisfactory
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",2026-07-06 10:00:00,26.80365,84.51954,SO2,11.0,13.0,12.0,10,Monday,2.0,Good/Satisfactory
India,Andhra Pradesh,Kurnool,"Sita Rama Nagar, Kurnool - APPCB",2026-07-06 10:00:00,15.83411,78.028546,SO2,8.0,9.0,9.0,10,Monday,1.0,Good/Satisfactory
India,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",2026-07-06 10:00:00,16.186555,81.13219,PM10,55.0,181.0,65.0,10,Monday,126.0,Moderate
India,Andhra Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ",2026-07-06 10:00:00,14.438164,79.966814,PM2.5,42.0,61.0,46.0,10,Monday,19.0,Moderate
India,Andhra Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",2026-07-06 10:00:00,13.615387,79.40923,OZONE,39.0,39.0,39.0,10,Monday,0.0,Good/Satisfactory
India,Andhra Pradesh,Eluru,"District Court, Eluru - APPCB",2026-07-06 10:00:00,16.711754,81.092095,SO2,13.0,14.0,14.0,10,Monday,1.0,Good/Satisfactory
India,Andhra Pradesh,Eluru,"District Court, Eluru - APPCB",2026-07-06 10:00:00,16.711754,81.092095,CO,15.0,23.0,18.0,10,Monday,8.0,Good/Satisfactory
India,Andhra Pradesh,Eluru,"District Court, Eluru - APPCB",2026-07-06 10:00:00,16.711754,81.092095,OZONE,3.0,8.0,4.0,10,Monday,5.0,Good/Satisfactory
India,Andhra Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB",2026-07-06 10:00:00,16.316553,80.413302,PM10,62.0,77.0,67.0,10,Monday,15.0,Moderate
India,Andhra Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",2026-07-06 10:00:00,16.5150833,80.5181667,CO,2.0,18.0,7.0,10,Monday,16.0,Good/Satisfactory
India,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",2026-07-06 10:00:00,14.675886,77.593027,PM10,53.0,139.0,84.0,10,Monday,86.0,Moderate
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",2026-07-06 10:00:00,23.016834,72.625775,OZONE,8.0,19.0,12.0,10,Monday,11.0,Good/Satisfactory
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",2026-07-06 10:00:00,21.613267,73.010555,NH3,7.0,7.0,7.0,10,Monday,0.0,Good/Satisfactory
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",2026-07-06 10:00:00,21.613267,73.010555,SO2,16.0,17.0,16.0,10,Monday,1.0,Good/Satisfactory
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro",2026-07-06 10:00:00,21.755417,72.139056,CO,80.0,83.0,81.0,10,Monday,3.0,Moderate
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",2026-07-06 10:00:00,23.163798,72.677768,PM10,28.0,78.0,52.0,10,Monday,50.0,Moderate
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",2026-07-06 10:00:00,23.163798,72.677768,NO2,46.0,94.0,79.0,10,Monday,48.0,Moderate
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",2026-07-06 10:00:00,23.163798,72.677768,NH3,16.0,27.0,21.0,10,Monday,11.0,Good/Satisfactory
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",2026-07-06 10:00:00,23.59315,72.372792,PM10,28.0,320.0,115.0,10,Monday,292.0,Poor/Severe
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",2026-07-06 10:00:00,22.410802,73.097923,NH3,2.5,4.0,3.0,10,Monday,1.5,Good/Satisfactory
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",2026-07-06 10:00:00,22.410802,73.097923,CO,24.0,67.0,40.0,10,Monday,43.0,Good/Satisfactory
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",2026-07-06 10:00:00,22.248853,70.776774,NO2,58.0,67.0,62.0,10,Monday,9.0,Moderate
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",2026-07-06 10:00:00,22.248853,70.776774,NH3,1.0,2.0,1.0,10,Monday,1.0,Good/Satisfactory
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",2026-07-06 10:00:00,22.248853,70.776774,SO2,9.0,11.0,10.0,10,Monday,2.0,Good/Satisfactory
India,Gujarat,Surat,"Science Center, Surat - SMC",2026-07-06 10:00:00,21.170046,72.795405,PM2.5,1.0,72.0,43.0,10,Monday,71.0,Moderate
India,Gujarat,Surat,"Science Center, Surat - SMC",2026-07-06 10:00:00,21.170046,72.795405,PM10,9.0,90.0,54.0,10,Monday,81.0,Moderate
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2026-07-06 10:00:00,28.695381,77.181665,PM2.5,3.0,180.0,63.0,10,Monday,177.0,Poor/Severe
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2026-07-06 10:00:00,28.695381,77.181665,NO2,19.0,53.0,37.0,10,Monday,34.0,Good/Satisfactory
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",2026-07-06 10:00:00,28.5710274,77.0719006,NH3,8.0,11.0,9.0,10,Monday,3.0,Good/Satisfactory
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",2026-07-06 10:00:00,28.5710274,77.0719006,CO,21.0,55.0,36.0,10,Monday,34.0,Good/Satisfactory
India,Delhi,Delhi,"ITO, Delhi - CPCB",2026-07-06 10:00:00,28.628624,77.24106,PM2.5,32.0,114.0,66.0,10,Monday,82.0,Poor/Severe
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM",2026-07-06 10:00:00,28.5627763,77.1180053,SO2,6.0,15.5,10.5,10,Monday,9.5,Good/Satisfactory
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM",2026-07-06 10:00:00,28.7256504,77.2011573,SO2,6.0,15.5,10.5,10,Monday,9.5,Good/Satisfactory
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM",2026-07-06 10:00:00,28.7256504,77.2011573,OZONE,16.0,26.0,19.0,10,Monday,10.0,Good/Satisfactory
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",2026-07-06 10:00:00,28.54246,77.191651,PM2.5,7.0,81.0,48.0,10,Monday,74.0,Moderate
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",2026-07-06 10:00:00,28.54246,77.191651,PM10,26.0,152.0,95.0,10,Monday,126.0,Moderate
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",2026-07-06 10:00:00,28.656756,77.227234,PM2.5,50.0,225.0,96.0,10,Monday,175.0,Poor/Severe
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",2026-07-06 10:00:00,28.656756,77.227234,NO2,15.0,30.0,22.0,10,Monday,15.0,Good/Satisfactory
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",2026-07-06 10:00:00,28.656756,77.227234,SO2,70.0,100.0,83.0,10,Monday,30.0,Moderate
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",2026-07-06 10:00:00,28.674045,77.131023,NO2,17.0,55.0,36.0,10,Monday,38.0,Good/Satisfactory
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",2026-07-06 10:00:00,28.594004,76.909423,PM2.5,32.0,199.0,78.0,10,Monday,167.0,Poor/Severe
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",2026-07-06 10:00:00,28.594004,76.909423,NO2,10.0,81.0,43.0,10,Monday,71.0,Good/Satisfactory
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",2026-07-06 10:00:00,28.594004,76.909423,CO,39.0,56.0,47.0,10,Monday,17.0,Good/Satisfactory
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC",2026-07-06 10:00:00,28.594169,77.1251,PM10,19.0,99.0,65.0,10,Monday,80.0,Moderate
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC",2026-07-06 10:00:00,28.594169,77.1251,NH3,2.0,9.0,5.0,10,Monday,7.0,Good/Satisfactory
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC",2026-07-06 10:00:00,28.615828,77.271992,PM10,31.0,141.0,88.0,10,Monday,110.0,Moderate
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC",2026-07-06 10:00:00,28.62181,77.1944633,NH3,3.0,8.0,5.0,10,Monday,5.0,Good/Satisfactory
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC",2026-07-06 10:00:00,28.62181,77.1944633,SO2,6.0,24.0,11.0,10,Monday,18.0,Good/Satisfactory
India,Delhi,Delhi,"Narela, Delhi - DPCC",2026-07-06 10:00:00,28.822836,77.101981,PM2.5,9.0,184.0,75.0,10,Monday,175.0,Poor/Severe
India,Delhi,Delhi,"JNU, Delhi - DPCC",2026-07-06 10:00:00,28.540721,77.168544,NO2,12.0,66.0,33.0,10,Monday,54.0,Good/Satisfactory
India,Delhi,Delhi,"JNU, Delhi - DPCC",2026-07-06 10:00:00,28.540721,77.168544,SO2,0.0,1.0,1.0,10,Monday,1.0,Good/Satisfactory
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",2026-07-06 10:00:00,28.493624,77.201159,PM2.5,4.0,43.0,22.0,10,Monday,39.0,Good/Satisfactory
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",2026-07-06 10:00:00,28.5504249,77.2159377,PM2.5,35.0,145.0,77.0,10,Monday,110.0,Poor/Severe
India,Delhi,Delhi,"Pusa, Delhi - IITM",2026-07-06 10:00:00,28.63611,77.173332,NO2,6.0,106.0,59.0,10,Monday,100.0,Moderate
India,Delhi,Delhi,"Pusa, Delhi - IITM",2026-07-06 10:00:00,28.63611,77.173332,SO2,6.0,15.5,10.5,10,Monday,9.5,Good/Satisfactory
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",2026-07-06 10:00:00,28.672342,77.31526,NO2,28.0,73.0,43.0,10,Monday,45.0,Good/Satisfactory
India,Delhi,Delhi,"North Campus, DU, Delhi - IITM",2026-07-06 10:00:00,28.6573814,77.1585447,SO2,6.0,15.5,10.5,10,Monday,9.5,Good/Satisfactory
India,Delhi,Delhi,"North Campus, DU, Delhi - IITM",2026-07-06 10:00:00,28.6573814,77.1585447,OZONE,16.0,17.0,17.0,10,Monday,1.0,Good/Satisfactory
India,Delhi,Delhi,"Rohini, Delhi - DPCC",2026-07-06 10:00:00,28.732528,77.11992,NH3,6.0,20.0,11.0,10,Monday,14.0,Good/Satisfactory
India,Delhi,Delhi,"Rohini, Delhi - DPCC",2026-07-06 10:00:00,28.732528,77.11992,SO2,6.0,12.0,8.0,10,Monday,6.0,Good/Satisfactory
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM",2026-07-06 10:00:00,28.5512005,77.2735737,SO2,6.0,15.5,10.5,10,Monday,9.5,Good/Satisfactory
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",2026-07-06 10:00:00,28.530785,77.271255,OZONE,7.0,18.0,10.0,10,Monday,11.0,Good/Satisfactory
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",2026-07-06 10:00:00,28.60909,77.0325413,PM2.5,60.0,171.0,84.0,10,Monday,111.0,Poor/Severe
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",2026-07-06 10:00:00,28.60909,77.0325413,NO2,0.0,74.0,41.0,10,Monday,74.0,Good/Satisfactory
India,Gujarat,Surat,"Science Center, Surat - SMC",2026-07-06 10:00:00,21.170046,72.795405,NH3,2.5,4.0,3.0,10,Monday,1.5,Good/Satisfactory
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",2026-07-06 10:00:00,22.320153,73.216285,NO2,12.0,14.0,13.0,10,Monday,2.0,Good/Satisfactory
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",2026-07-06 10:00:00,20.362421,72.918013,NH3,3.0,4.0,4.0,10,Monday,1.0,Good/Satisfactory
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",2026-07-06 10:00:00,22.969611,72.6435,SO2,5.5,10.5,7.5,10,Monday,5.0,Good/Satisfactory
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",2026-07-06 10:00:00,30.379589,76.778328,SO2,15.0,32.0,22.0,10,Monday,17.0,Good/Satisfactory
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",2026-07-06 10:00:00,30.379589,76.778328,CO,10.0,11.0,10.0,10,Monday,1.0,Good/Satisfactory
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",2026-07-06 10:00:00,30.379589,76.778328,OZONE,14.0,16.0,15.0,10,Monday,2.0,Good/Satisfactory
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",2026-07-06 10:00:00,28.6701,76.9254,NO2,12.0,23.0,17.0,10,Monday,11.0,Good/Satisfactory
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",2026-07-06 10:00:00,28.6701,76.9254,CO,43.0,50.0,47.0,10,Monday,7.0,Good/Satisfactory
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",2026-07-06 10:00:00,23.020509,72.579261,NH3,2.5,4.0,3.0,10,Monday,1.5,Good/Satisfactory
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",2026-07-06 10:00:00,23.002657,72.591912,PM2.5,18.5,75.5,46.5,10,Monday,57.0,Moderate
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",2026-07-06 10:00:00,23.002657,72.591912,NH3,2.5,4.0,3.0,10,Monday,1.5,Good/Satisfactory
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",2026-07-06 10:00:00,22.977134,72.553024,OZONE,25.0,30.0,27.0,10,Monday,5.0,Good/Satisfactory
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",2026-07-06 10:00:00,23.023389,72.515201,NH3,1.0,2.0,2.0,10,Monday,1.0,Good/Satisfactory
