country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,update_hour,update_day_of_week,pollutant_range,air_quality_category
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",2026-07-06 10:00:00,26.031443,76.359327,NH3,1.0,44.0,6.0,10,Monday,43.0,Good/Satisfactory
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",2026-07-06 10:00:00,27.608912,75.153302,SO2,3.0,4.0,4.0,10,Monday,1.0,Good/Satisfactory
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",2026-07-06 10:00:00,27.608912,75.153302,CO,17.0,35.0,24.0,10,Monday,18.0,Good/Satisfactory
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",2026-07-06 10:00:00,27.608912,75.153302,OZONE,41.0,54.0,47.0,10,Monday,13.0,Good/Satisfactory
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",2026-07-06 10:00:00,24.885261,72.857549,PM10,28.0,109.0,55.0,10,Monday,81.0,Moderate
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",2026-07-06 10:00:00,24.5886166,73.6321397,SO2,2.0,25.0,11.0,10,Monday,23.0,Good/Satisfactory
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",2026-07-06 10:00:00,31.62,74.876512,PM2.5,81.0,98.0,86.0,10,Monday,17.0,Poor/Severe
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",2026-07-06 10:00:00,31.62,74.876512,SO2,11.0,36.0,13.0,10,Monday,25.0,Good/Satisfactory
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",2026-07-06 10:00:00,30.233011,74.907758,PM10,23.0,93.0,53.0,10,Monday,70.0,Moderate
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",2026-07-06 10:00:00,31.321907,75.578914,PM2.5,54.0,73.0,64.0,10,Monday,19.0,Poor/Severe
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",2026-07-06 10:00:00,31.321907,75.578914,CO,39.0,42.0,41.0,10,Monday,3.0,Good/Satisfactory
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",2026-07-06 10:00:00,30.736056,76.209694,NO2,26.0,30.0,28.0,10,Monday,4.0,Good/Satisfactory
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",2026-07-06 10:00:00,30.736056,76.209694,SO2,16.0,17.0,16.0,10,Monday,1.0,Good/Satisfactory
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",2026-07-06 10:00:00,30.649961,76.331442,SO2,1.0,115.0,24.0,10,Monday,114.0,Good/Satisfactory
India,Punjab,Patiala,"Model Town, Patiala - PPCB",2026-07-06 10:00:00,30.349388,76.366642,PM2.5,19.0,68.0,39.0,10,Monday,49.0,Moderate
India,Punjab,Patiala,"Model Town, Patiala - PPCB",2026-07-06 10:00:00,30.349388,76.366642,NH3,6.0,7.0,6.0,10,Monday,1.0,Good/Satisfactory
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",2026-07-06 10:00:00,31.0325454,76.5623046,NH3,6.0,7.0,6.0,10,Monday,1.0,Good/Satisfactory
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",2026-07-06 10:00:00,31.0325454,76.5623046,SO2,11.0,17.0,13.0,10,Monday,6.0,Good/Satisfactory
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",2026-07-06 10:00:00,31.0325454,76.5623046,OZONE,24.0,38.0,24.0,10,Monday,14.0,Good/Satisfactory
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",2026-07-06 10:00:00,21.8004996,83.8396977,NO2,21.0,24.0,23.0,10,Monday,3.0,Good/Satisfactory
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",2026-07-06 10:00:00,20.48891,85.84768,NO2,8.0,21.0,12.0,10,Monday,13.0,Good/Satisfactory
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",2026-07-06 10:00:00,21.6439,85.599355,NO2,12.0,15.0,13.0,10,Monday,3.0,Good/Satisfactory
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",2026-07-06 10:00:00,21.6439,85.599355,OZONE,10.0,16.0,13.0,10,Monday,6.0,Good/Satisfactory
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",2026-07-06 10:00:00,22.265816,86.174829,PM2.5,11.5,22.0,13.5,10,Monday,10.5,Good/Satisfactory
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",2026-07-06 10:00:00,22.265816,86.174829,PM10,14.0,45.0,24.0,10,Monday,31.0,Good/Satisfactory
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",2026-07-06 10:00:00,22.220833,84.809444,SO2,4.0,6.0,5.0,10,Monday,2.0,Good/Satisfactory
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB",2026-07-06 10:00:00,22.245,84.88111111,NH3,2.0,4.0,3.0,10,Monday,2.0,Good/Satisfactory
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB",2026-07-06 10:00:00,22.245,84.88111111,CO,10.0,21.0,12.0,10,Monday,11.0,Good/Satisfactory
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",2026-07-06 10:00:00,20.9360711,85.1707021,PM10,0.0,45.0,13.0,10,Monday,45.0,Good/Satisfactory
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",2026-07-06 10:00:00,20.9360711,85.1707021,NO2,34.0,53.0,39.0,10,Monday,19.0,Good/Satisfactory
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",2026-07-06 10:00:00,26.786682,75.827928,NH3,2.0,5.0,3.0,10,Monday,3.0,Good/Satisfactory
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",2026-07-06 10:00:00,26.912329,70.909168,PM10,56.0,150.0,81.0,10,Monday,94.0,Moderate
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",2026-07-06 10:00:00,25.344694,72.626208,PM2.5,13.0,72.0,37.0,10,Monday,59.0,Moderate
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",2026-07-06 10:00:00,25.344694,72.626208,PM10,54.0,127.0,87.0,10,Monday,73.0,Moderate
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",2026-07-06 10:00:00,25.344694,72.626208,NH3,4.0,6.0,5.0,10,Monday,2.0,Good/Satisfactory
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",2026-07-06 10:00:00,24.588397,76.172782,PM10,14.0,58.0,30.0,10,Monday,44.0,Good/Satisfactory
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",2026-07-06 10:00:00,28.108988,75.386577,PM10,14.0,141.0,52.0,10,Monday,127.0,Moderate
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",2026-07-06 10:00:00,28.108988,75.386577,SO2,2.0,3.0,3.0,10,Monday,1.0,Good/Satisfactory
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",2026-07-06 10:00:00,26.29581,73.082283,PM10,32.0,156.0,80.0,10,Monday,124.0,Moderate
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",2026-07-06 10:00:00,26.253384,72.976571,PM2.5,27.0,98.0,47.0,10,Monday,71.0,Moderate
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",2026-07-06 10:00:00,26.358805,73.047444,SO2,3.0,4.0,3.0,10,Monday,1.0,Good/Satisfactory
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",2026-07-06 10:00:00,26.506177,77.025989,PM10,9.0,54.0,29.0,10,Monday,45.0,Good/Satisfactory
India,Rajasthan,Khairthal,"New Anaj Mandi, Khairthal - RSPCB",2026-07-06 10:00:00,27.8015617,76.6365217,PM2.5,20.0,75.0,52.0,10,Monday,55.0,Moderate
India,Rajasthan,Khairthal,"New Anaj Mandi, Khairthal - RSPCB",2026-07-06 10:00:00,27.8015617,76.6365217,NO2,4.0,13.0,8.0,10,Monday,9.0,Good/Satisfactory
India,Rajasthan,Khairthal,"New Anaj Mandi, Khairthal - RSPCB",2026-07-06 10:00:00,27.8015617,76.6365217,OZONE,12.0,25.0,16.0,10,Monday,13.0,Good/Satisfactory
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",2026-07-06 10:00:00,25.16409,75.858137,OZONE,15.0,29.0,21.0,10,Monday,14.0,Good/Satisfactory
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",2026-07-06 10:00:00,25.14389,75.821256,NO2,12.0,17.0,14.0,10,Monday,5.0,Good/Satisfactory
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",2026-07-06 10:00:00,25.14389,75.821256,CO,39.0,57.0,46.0,10,Monday,18.0,Good/Satisfactory
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",2026-07-06 10:00:00,25.14389,75.821256,OZONE,6.0,13.0,9.0,10,Monday,7.0,Good/Satisfactory
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",2026-07-06 10:00:00,25.196024,75.855668,NO2,9.0,40.0,18.0,10,Monday,31.0,Good/Satisfactory
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",2026-07-06 10:00:00,25.196024,75.855668,SO2,3.0,8.0,5.0,10,Monday,5.0,Good/Satisfactory
India,Uttar Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",2026-07-06 10:00:00,27.168897,78.37696,NH3,2.0,2.0,2.0,10,Monday,0.0,Good/Satisfactory
India,Uttar Pradesh,Ghaziabad,"Govindpuram, Ghaziabad - UPPCB",2026-07-06 10:00:00,28.694528,77.494705,NO2,10.0,17.0,13.0,10,Monday,7.0,Good/Satisfactory
India,Uttar Pradesh,Ghaziabad,"Govindpuram, Ghaziabad - UPPCB",2026-07-06 10:00:00,28.694528,77.494705,SO2,1.0,2.0,1.0,10,Monday,1.0,Good/Satisfactory
India,Uttar Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",2026-07-06 10:00:00,28.646233,77.358075,PM2.5,13.0,99.0,54.0,10,Monday,86.0,Moderate
India,Uttar Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",2026-07-06 10:00:00,28.646233,77.358075,CO,56.0,59.0,57.0,10,Monday,3.0,Moderate
India,Uttar Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",2026-07-06 10:00:00,28.646233,77.358075,OZONE,11.0,19.0,14.0,10,Monday,8.0,Good/Satisfactory
India,Uttar Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",2026-07-06 10:00:00,28.6603346,77.3572563,PM2.5,11.0,109.0,53.0,10,Monday,98.0,Moderate
India,Uttar Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",2026-07-06 10:00:00,28.6603346,77.3572563,PM10,36.0,144.0,89.0,10,Monday,108.0,Moderate
India,Uttar Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",2026-07-06 10:00:00,28.6603346,77.3572563,SO2,0.0,12.0,4.0,10,Monday,12.0,Good/Satisfactory
India,Uttar Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",2026-07-06 10:00:00,28.685382,77.453839,PM2.5,8.0,103.0,53.0,10,Monday,95.0,Moderate
India,Uttar Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",2026-07-06 10:00:00,28.685382,77.453839,NO2,16.0,52.0,28.0,10,Monday,36.0,Good/Satisfactory
India,Uttar Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",2026-07-06 10:00:00,28.685382,77.453839,CO,4.0,42.0,27.0,10,Monday,38.0,Good/Satisfactory
India,Uttar Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",2026-07-06 10:00:00,28.685382,77.453839,OZONE,6.0,16.0,8.0,10,Monday,10.0,Good/Satisfactory
India,Uttar Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",2026-07-06 10:00:00,28.757294,77.278792,PM2.5,11.0,74.0,37.0,10,Monday,63.0,Moderate
India,Uttar Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",2026-07-06 10:00:00,28.757294,77.278792,NO2,15.0,24.5,19.5,10,Monday,9.5,Good/Satisfactory
India,Uttar Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",2026-07-06 10:00:00,28.757294,77.278792,OZONE,49.0,49.0,49.0,10,Monday,0.0,Good/Satisfactory
India,Uttar Pradesh,Ghaziabad," Ved Vihar-Loni, Ghaziabad - UPPCB",2026-07-06 10:00:00,28.739153,77.273668,PM10,58.0,123.0,83.0,10,Monday,65.0,Moderate
India,Uttar Pradesh,Ghaziabad," Ved Vihar-Loni, Ghaziabad - UPPCB",2026-07-06 10:00:00,28.739153,77.273668,NO2,13.0,209.0,35.0,10,Monday,196.0,Good/Satisfactory
India,Uttar Pradesh,Ghaziabad," Ved Vihar-Loni, Ghaziabad - UPPCB",2026-07-06 10:00:00,28.739153,77.273668,OZONE,7.0,14.0,9.0,10,Monday,7.0,Good/Satisfactory
India,Uttar Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",2026-07-06 10:00:00,26.730136,83.433859,PM10,22.0,123.0,72.0,10,Monday,101.0,Moderate
India,Uttar Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",2026-07-06 10:00:00,26.730136,83.433859,CO,3.0,5.0,4.0,10,Monday,2.0,Good/Satisfactory
India,Uttar Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",2026-07-06 10:00:00,28.999264,77.7590354,NO2,24.0,41.0,31.0,10,Monday,17.0,Good/Satisfactory
India,Uttar Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",2026-07-06 10:00:00,28.999264,77.7590354,NH3,11.0,16.0,13.0,10,Monday,5.0,Good/Satisfactory
India,Uttar Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",2026-07-06 10:00:00,28.9535882,77.7622941,PM2.5,5.0,51.0,27.0,10,Monday,46.0,Good/Satisfactory
India,Uttar Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",2026-07-06 10:00:00,28.802625,78.753728,PM10,20.0,107.0,55.0,10,Monday,87.0,Moderate
India,Uttar Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",2026-07-06 10:00:00,28.802625,78.753728,NO2,21.0,25.0,24.0,10,Monday,4.0,Good/Satisfactory
India,Uttar Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",2026-07-06 10:00:00,28.802625,78.753728,NH3,5.0,5.0,5.0,10,Monday,0.0,Good/Satisfactory
India,Uttar Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",2026-07-06 10:00:00,28.840739,78.697531,PM10,3.0,144.0,45.0,10,Monday,141.0,Good/Satisfactory
India,Uttar Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",2026-07-06 10:00:00,28.840739,78.697531,CO,8.0,14.0,11.0,10,Monday,6.0,Good/Satisfactory
India,Uttar Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",2026-07-06 10:00:00,28.840739,78.697531,OZONE,12.0,56.0,34.0,10,Monday,44.0,Good/Satisfactory
India,Uttar Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",2026-07-06 10:00:00,28.856664,78.772638,CO,40.0,40.0,40.0,10,Monday,0.0,Good/Satisfactory
India,Uttar Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",2026-07-06 10:00:00,28.83526,78.7446,NH3,5.0,5.0,5.0,10,Monday,0.0,Good/Satisfactory
India,Uttar Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",2026-07-06 10:00:00,28.83526,78.7446,CO,30.0,38.0,32.0,10,Monday,8.0,Good/Satisfactory
India,Uttar Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",2026-07-06 10:00:00,28.83526,78.7446,OZONE,32.0,43.0,36.0,10,Monday,11.0,Good/Satisfactory
India,Uttar Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",2026-07-06 10:00:00,29.4723508,77.7194031,PM2.5,15.0,285.0,88.0,10,Monday,270.0,Poor/Severe
India,Uttar Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",2026-07-06 10:00:00,29.4723508,77.7194031,PM10,18.0,171.0,92.0,10,Monday,153.0,Moderate
India,Uttar Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",2026-07-06 10:00:00,29.4723508,77.7194031,OZONE,11.0,37.0,21.0,10,Monday,26.0,Good/Satisfactory
India,Uttar Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",2026-07-06 10:00:00,26.766433,80.927299,CO,24.0,33.0,26.0,10,Monday,9.0,Good/Satisfactory
India,Uttar Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",2026-07-06 10:00:00,26.86812,81.005119,PM2.5,10.0,102.0,25.0,10,Monday,92.0,Good/Satisfactory
India,Uttar Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",2026-07-06 10:00:00,26.86812,81.005119,SO2,14.0,15.0,15.0,10,Monday,1.0,Good/Satisfactory
India,Uttar Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",2026-07-06 10:00:00,26.8458805,80.9365541,NH3,9.0,16.0,12.0,10,Monday,7.0,Good/Satisfactory
India,Uttar Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",2026-07-06 10:00:00,26.8458805,80.9365541,OZONE,5.0,48.0,15.0,10,Monday,43.0,Good/Satisfactory
India,Uttar Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",2026-07-06 10:00:00,26.83399722,80.8917361,NH3,8.0,14.0,10.0,10,Monday,6.0,Good/Satisfactory
India,Uttar Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",2026-07-06 10:00:00,26.83399722,80.8917361,OZONE,12.0,27.0,16.0,10,Monday,15.0,Good/Satisfactory
India,Uttar Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",2026-07-06 10:00:00,26.90723,80.98579,PM2.5,11.0,74.0,37.0,10,Monday,63.0,Moderate
India,Uttar Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",2026-07-06 10:00:00,26.90723,80.98579,CO,13.0,14.0,14.0,10,Monday,1.0,Good/Satisfactory
India,Uttar Pradesh,Mathura,"Pali Dungra, Mathura - UPPCB",2026-07-06 10:00:00,27.410954,77.550619,SO2,2.0,3.0,2.0,10,Monday,1.0,Good/Satisfactory
India,Uttar Pradesh,Meerut,"MIET College, Meerut - UPPCB",2026-07-06 10:00:00,28.972677,77.641018,PM2.5,72.0,233.0,132.0,10,Monday,161.0,Poor/Severe
India,Uttar Pradesh,Meerut,"MIET College, Meerut - UPPCB",2026-07-06 10:00:00,28.972677,77.641018,CO,33.0,68.0,50.0,10,Monday,35.0,Good/Satisfactory
India,Uttar Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",2026-07-06 10:00:00,29.06351,77.709723,NO2,22.0,47.0,32.0,10,Monday,25.0,Good/Satisfactory
India,Tamil Nadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",2026-07-06 10:00:00,10.942451,76.978996,SO2,25.0,28.0,26.0,10,Monday,3.0,Good/Satisfactory
India,Tamil Nadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",2026-07-06 10:00:00,11.7637683,79.7499835,PM10,33.0,33.0,33.0,10,Monday,0.0,Good/Satisfactory
India,Tamil Nadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",2026-07-06 10:00:00,13.4127,80.1081,PM2.5,25.0,301.0,104.0,10,Monday,276.0,Poor/Severe
India,Tamil Nadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",2026-07-06 10:00:00,13.4127,80.1081,SO2,14.0,112.0,41.0,10,Monday,98.0,Good/Satisfactory
India,Tamil Nadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",2026-07-06 10:00:00,13.4127,80.1081,CO,26.0,36.0,33.0,10,Monday,10.0,Good/Satisfactory
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",2026-07-06 10:00:00,17.5316895,78.218939,NO2,2.0,36.0,14.0,10,Monday,34.0,Good/Satisfactory
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",2026-07-06 10:00:00,17.470431,78.566959,NO2,4.0,15.0,9.0,10,Monday,11.0,Good/Satisfactory
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",2026-07-06 10:00:00,17.470431,78.566959,SO2,2.0,13.0,6.0,10,Monday,11.0,Good/Satisfactory
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",2026-07-06 10:00:00,17.5184,78.278777,NO2,12.0,17.0,15.0,10,Monday,5.0,Good/Satisfactory
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",2026-07-06 10:00:00,17.585705,78.126199,PM10,56.0,64.0,62.0,10,Monday,8.0,Moderate
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",2026-07-06 10:00:00,17.528544,78.286195,SO2,2.0,32.0,14.0,10,Monday,30.0,Good/Satisfactory
India,Uttar Pradesh,Noida,"Sector - 62, Noida - IITM",2026-07-06 10:00:00,28.6245479,77.3577104,PM2.5,6.0,88.0,53.0,10,Monday,82.0,Moderate
India,Uttar Pradesh,Noida,"Sector - 62, Noida - IITM",2026-07-06 10:00:00,28.6245479,77.3577104,NH3,5.0,6.0,6.0,10,Monday,1.0,Good/Satisfactory
India,Uttar Pradesh,Noida,"Sector - 62, Noida - IITM",2026-07-06 10:00:00,28.6245479,77.3577104,OZONE,27.0,47.0,36.0,10,Monday,20.0,Good/Satisfactory
India,Uttar Pradesh,Noida,"Sector - 125, Noida - UPPCB",2026-07-06 10:00:00,28.5447608,77.3231257,CO,35.0,50.0,41.0,10,Monday,15.0,Good/Satisfactory
India,Uttar Pradesh,Noida,"Sector - 125, Noida - UPPCB",2026-07-06 10:00:00,28.5447608,77.3231257,OZONE,5.0,11.0,8.0,10,Monday,6.0,Good/Satisfactory
India,Uttar Pradesh,Noida,"Sector-116, Noida - UPPCB",2026-07-06 10:00:00,28.56923,77.393848,SO2,12.0,20.0,15.0,10,Monday,8.0,Good/Satisfactory
India,Uttar Pradesh,Noida,"Sector-116, Noida - UPPCB",2026-07-06 10:00:00,28.56923,77.393848,CO,39.0,53.0,45.0,10,Monday,14.0,Good/Satisfactory
India,Uttar Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",2026-07-06 10:00:00,25.44919916,81.82735986,NH3,6.0,7.0,6.0,10,Monday,1.0,Good/Satisfactory
India,Uttar Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",2026-07-06 10:00:00,25.44919916,81.82735986,SO2,19.0,27.0,21.0,10,Monday,8.0,Good/Satisfactory
India,Uttar Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",2026-07-06 10:00:00,25.425602,81.917152,PM2.5,12.0,40.0,24.0,10,Monday,28.0,Good/Satisfactory
India,Uttar Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",2026-07-06 10:00:00,25.425602,81.917152,SO2,14.0,32.0,22.0,10,Monday,18.0,Good/Satisfactory
India,Uttar Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",2026-07-06 10:00:00,25.425602,81.917152,CO,7.0,11.0,9.0,10,Monday,4.0,Good/Satisfactory
India,Uttar Pradesh,Raebareli," Indira Nagar, Raebareli - NTPC Unchahar",2026-07-06 10:00:00,26.207781,81.245571,PM2.5,11.0,74.0,37.0,10,Monday,63.0,Moderate
India,Uttar Pradesh,Raebareli," Indira Nagar, Raebareli - NTPC Unchahar",2026-07-06 10:00:00,26.207781,81.245571,CO,21.5,32.5,27.0,10,Monday,11.0,Good/Satisfactory
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",2026-07-06 10:00:00,27.33853,88.614099,NH3,1.0,5.0,1.0,10,Monday,4.0,Good/Satisfactory
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",2026-07-06 10:00:00,27.33853,88.614099,CO,1.0,5.0,2.0,10,Monday,4.0,Good/Satisfactory
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",2026-07-06 10:00:00,13.164544,80.26285,PM2.5,25.0,39.0,30.0,10,Monday,14.0,Good/Satisfactory
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",2026-07-06 10:00:00,13.164544,80.26285,NO2,10.0,11.0,10.0,10,Monday,1.0,Good/Satisfactory
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",2026-07-06 10:00:00,13.164544,80.26285,CO,25.0,69.0,40.0,10,Monday,44.0,Good/Satisfactory
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",2026-07-06 10:00:00,13.1662,80.2584,PM2.5,16.0,41.0,25.0,10,Monday,25.0,Good/Satisfactory
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",2026-07-06 10:00:00,13.1662,80.2584,NO2,13.0,23.0,18.0,10,Monday,10.0,Good/Satisfactory
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",2026-07-06 10:00:00,13.1662,80.2584,CO,32.0,36.0,33.0,10,Monday,4.0,Good/Satisfactory
India,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2026-07-06 10:00:00,13.0664,80.2112,PM2.5,17.0,38.0,28.0,10,Monday,21.0,Good/Satisfactory
India,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2026-07-06 10:00:00,13.0664,80.2112,SO2,0.0,2.0,1.0,10,Monday,2.0,Good/Satisfactory
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2026-07-06 10:00:00,13.0052189,80.2398125,SO2,5.0,6.0,6.0,10,Monday,1.0,Good/Satisfactory
India,Tamil Nadu,Chennai,"Perungudi, Chennai - TNPCB",2026-07-06 10:00:00,12.9533,80.2357,NH3,0.0,1.0,0.0,10,Monday,1.0,Good/Satisfactory
India,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB",2026-07-06 10:00:00,13.1036,80.2909,SO2,4.0,7.0,5.0,10,Monday,3.0,Good/Satisfactory
India,Uttar Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",2026-07-06 10:00:00,27.19412,77.96237,NO2,20.0,21.0,20.0,10,Monday,1.0,Good/Satisfactory
India,Uttar Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",2026-07-06 10:00:00,27.19412,77.96237,OZONE,12.0,13.0,13.0,10,Monday,1.0,Good/Satisfactory
India,Uttar Pradesh,Agra,"Shastripuram, Agra - UPPCB",2026-07-06 10:00:00,27.19862,77.92066,NO2,18.0,18.0,18.0,10,Monday,0.0,Good/Satisfactory
India,Uttar Pradesh,Agra,"Shastripuram, Agra - UPPCB",2026-07-06 10:00:00,27.19862,77.92066,NH3,3.0,3.0,3.0,10,Monday,0.0,Good/Satisfactory
